gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
PKD2	ENSG00000118762	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.3413131580048e-95	4.92899850746344e-87	4.98166947965368e-47	0.39262389143288	39
PKD1	ENSG00000008710	Cystatin C	continuous	376784	pLoF	8.55761214151972e-34	1.2225160202171e-34	9.13861467166655e-06	0.0220064902363238	92
PKD1	ENSG00000008710	Creatinine	continuous	376624	pLoF	1.84691417692802e-30	2.63844882418289e-31	1.28996535027071e-05	0.0185395198539395	92
PKD1	ENSG00000008710	Urea	continuous	376551	pLoF	8.50833849518454e-26	1.21547692788351e-26	0.00016009603055589	0.0203996142366695	92
IFT140	ENSG00000187535	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	7.39777006966786e-22	1.05682429566684e-22	2.44466017607354e-15	0.159513651698214	82
PKD2	ENSG00000118762	Creatinine	continuous	376624	pLoF	1.00165687090144e-16	7.17228512364885e-13	3.50289339139041e-12	0.0252235275282667	39
IFT140	ENSG00000187535	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	4.28784725590098e-14	6.12549607985854e-15	1.96440395736034e-09	0.0703629846699237	82
PKD2	ENSG00000118762	Cystatin C	continuous	376784	pLoF	5.06652038977344e-14	6.72619780667163e-14	1.24347766272681e-06	0.0296788377307193	39
PKD2	ENSG00000118762	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	5.69648169148428e-10	6.08720340800062e-08	6.63688179081134e-07	0.097796685045822	39
PKD2	ENSG00000118762	Urea	continuous	376551	pLoF	3.10909031853157e-09	9.65797064544915e-09	2.66016137151492e-05	0.024706912350503	39
IFT140	ENSG00000187535	Cystatin C	continuous	376784	pLoF	1.85695226306848e-07	9.15298290493638e-08	5.82356337057721e-05	0.00636332098224926	82
PKD1	ENSG00000008710	Microalbumin in urine	continuous	119013	pLoF	2.52323791416487e-07	7.85342653131238e-08	0.0177062202228873	0.0174381408911812	92
PKD2	ENSG00000118762	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	3.54781363509638e-07	6.45920628983276e-07	6.83052455996425e-06	0.12559612543241	39
IFT140	ENSG00000187535	Creatinine	continuous	376624	pLoF	3.88595860489893e-07	2.65431323809295e-07	5.69349684551579e-05	0.00542964088685518	82
ALG9	ENSG00000086848	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	2.00617158285787e-06	1.92306075574855e-06	3.65978505999509e-05	0.19099524546263	46
BRCA2	ENSG00000139618	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	3.3820871756518e-06	0.000233729270212479	5.46805107937143e-06	0.0578273137079306	280
ALG9	ENSG00000086848	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.23481456197894e-05	0.000690919937443524	1.07859021237777e-05	0.110683463414829	46
IFT140	ENSG00000187535	Urea	continuous	376551	pLoF	4.28185738443609e-05	3.14979658826431e-05	0.0155594245310187	0.00528455679957994	82
SH2B1	ENSG00000178188	Cystatin C	continuous	376784	pLoF	0.000104364278097679	0.00307493995983765	7.15865378803082e-05	0.0192233855118594	17
IFT172	ENSG00000138002	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.000120015242698779	0.0134533703209507	6.10090294964616e-05	0.103228166810464	123
DNAJB11	ENSG00000090520	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.000129828170954416	0.000860568368933778	0.000120831157482071	0.231644851971283	25
KCTD1	ENSG00000134504	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.000236004712880433	0.000265036705200505	0.000228885820340974	0.533078353587683	4
BBS9	ENSG00000122507	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.000281541351284775	0.00463944102120228	0.000181680488181346	0.126126872159116	61
PKD2	ENSG00000118762	Microalbumin in urine	continuous	119013	pLoF	0.000298742155449117	0.000120966667858546	0.0286251980206719	0.0233921676607149	39
INVS	ENSG00000119509	Cystatin C	continuous	376784	pLoF	0.000327797015135078	0.000145564572035184	0.0308750666470672	0.00615860991369343	84
SH2B1	ENSG00000178188	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.000413390463615881	0.000284593196262284	0.00180174997366622	0.0942861462183806	17
IFT172	ENSG00000138002	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.000526393238972855	0.000380567933086828	0.00802469631683789	0.0475602070566138	123
GATA3	ENSG00000107485	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.000600507518494275	0.000340286337400242	0.00130240194074593	0.263225807809439	3
IFT172	ENSG00000138002	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.000630211367666833	0.0113950982032753	0.000422886903772568	0.0856387841816476	123
INVS	ENSG00000119509	Creatinine	continuous	376624	pLoF	0.000727951538129767	0.000332361413555304	0.0610109301583652	0.0051635655315173	84
BRCA2	ENSG00000139618	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.000841550522289736	0.0250806044832586	0.000550406615927979	0.0177609115970497	280
IFT140	ENSG00000187535	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.000854059362648818	0.00275550091915022	0.000802395853163773	0.137277542577588	82
CHRM3	ENSG00000133019	Microalbumin in urine	continuous	119013	pLoF	0.00108009940304887	0.0402039325454948	0.00083368140865514	0.0243832134391413	13
MKS1	ENSG00000011143	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.00112887304514464	0.00294268572339096	0.000795388124006702	0.190541939115245	48
GTF2IRD2	ENSG00000196275	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.0013488530075878	0.0056763311011554	0.000871067211309473	0.169651887182119	19
ERCC4	ENSG00000175595	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00135089354053952	0.010035812070581	0.000795266423742169	0.151699439475048	49
TSC1	ENSG00000165699	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00140626310196645	0.00269269931140226	0.000996478073357676	0.193836328841462	17
INVS	ENSG00000119509	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00144332062564245	0.00144222013403061	0.00525130700565257	0.0660573339413583	84
ERCC6	ENSG00000225830	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.00151217361066003	0.189526551818582	0.000731065331460612	0.0538574923517032	116
STX1A	ENSG00000106089	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.00154369205924521	0.00288358344703621	0.00143419291777236	0.360328459081424	6
DYNC2I1	ENSG00000126870	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00159917568800361	0.0399923262335117	0.00081474588714725	0.105641173354137	87
PKD2	ENSG00000118762	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00162979104970851	0.0189122638610645	0.000887892389011657	0.13004571553881	39
MEN1	ENSG00000133895	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.0016332996166325	0.00436713508211195	0.00114559539919046	0.178193417217836	10
DNAJC30	ENSG00000176410	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00193095354721373	0.0212712492038698	0.00142410675232107	0.225453637253656	18
LAMA5	ENSG00000130702	Cystatin C	continuous	376784	pLoF	0.00205909821984818	0.00117032459531263	0.598606527018813	0.00422892460559523	267
CEP19	ENSG00000174007	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00209342727970319	0.0231223376573226	0.00142259409649514	0.223611855267741	17
IFT140	ENSG00000187535	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00216492440549887	0.00222305641874465	0.00399529742368465	0.142283775034962	82
PBX1	ENSG00000185630	Urea	continuous	376551	pLoF	0.00228061537190227	0.00696208339207749	0.00138134366889386	0.0580322367332533	3
ERCC4	ENSG00000175595	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.00247369487959981	0.0606131336986639	0.00157542596047422	0.161778438346892	49
BBS5	ENSG00000163093	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00248412844627033	0.0535943547224246	0.00162026382627289	0.169101032523957	28
MKKS	ENSG00000125863	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.00248683604389321	0.0265128824729862	0.00174230590556457	0.211127489882994	37
IFT140	ENSG00000187535	Microalbumin in urine	continuous	119013	pLoF	0.00249629598325429	0.0016391177046764	0.368732417314633	0.00736635580452799	82
CEP19	ENSG00000174007	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.00263768264057795	0.00225050796500526	0.00313310812850665	0.199423564357836	17
DNAJB11	ENSG00000090520	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00276015090033443	0.0149028929608106	0.00215342996779655	0.250603772735212	25
FANCM	ENSG00000187790	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00290687511295806	0.00438611586458482	0.00269976132002159	0.103352158916566	124
PBX1	ENSG00000185630	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00297821747092841	0.00353664768454254	0.0028158606353097	0.343847171101537	3
TMEM270	ENSG00000175877	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.00299499685917737	0.0021374516744983	0.0105997560115718	0.0587355488321578	23
FANCM	ENSG00000187790	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00301338234947679	0.00688855525434184	0.00237671076575796	0.0950508586346573	124
NUP107	ENSG00000111581	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00309193582922018	0.0481935731106921	0.00200248145847381	0.176209642776501	69
KMT2D	ENSG00000167548	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00309256436345473	0.0112684516799529	0.00250595053424985	0.263852985132234	28
MEN1	ENSG00000133895	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.00310981659071574	0.00505565769315086	0.00286775656509575	0.320180982131254	10
WDR35	ENSG00000118965	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00325637429976955	0.0876649767581352	0.00156735357554294	0.0795160914539094	90
NPHP3	ENSG00000113971	Creatinine	continuous	376624	pLoF	0.00338555191410339	0.00165925921230969	0.125909279614059	0.00319551981441081	115
GATA3	ENSG00000107485	Cystatin C	continuous	376784	pLoF	0.00341568152695115	0.764150564483235	0.00218555250803254	-0.00510561743919107	3
ALG9	ENSG00000086848	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00357077547267759	0.0139124252978341	0.00285656983819749	0.255307778234054	46
ELN	ENSG00000049540	Urea	continuous	376551	pLoF	0.00375371901163768	0.00354992223585771	0.00665120239456862	-0.00595838813648101	39
FAAP100	ENSG00000185504	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00375757973673274	0.00777296305965014	0.00337925076472989	0.149318106561495	61
ALG9	ENSG00000086848	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.00380918954107956	0.00588980027422492	0.00484795637345548	0.0488537253598738	46
RPGRIP1L	ENSG00000103494	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00390627259306298	0.0845216915477313	0.00189903709390737	0.0805028123623204	96
TMEM237	ENSG00000155755	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00399982882189454	0.00855424448007813	0.00345016143761367	0.113657711162762	44
CTLA4	ENSG00000163599	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.0040150170097808	0.00773587631980122	0.00358363267052475	0.29138030236869	3
SDCCAG8	ENSG00000054282	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.00410696838672397	0.00222997792071222	0.0317380193108965	0.0540728809218112	59
CSPP1	ENSG00000104218	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00420777897121649	0.0335982895244573	0.00231050806368827	0.111879018469176	113
TSC1	ENSG00000165699	Cystatin C	continuous	376784	pLoF	0.00427110927521923	0.00314669236602305	0.0161370782260422	0.0230939233262679	17
TMEM231	ENSG00000205084	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00447571542210634	0.0706951921171964	0.00282088509754719	0.150233674472176	31
PKD2	ENSG00000118762	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00449356537900703	0.0667021100291735	0.00220976848807863	0.0882344369303242	39
VPS37D	ENSG00000176428	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.00458992654382218	0.00978894351329629	0.00333643326728428	0.149152253966475	10
CLIP2	ENSG00000106665	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.00490660307524426	0.00890357943480047	0.00533045505080376	0.090403428708151	36
MKKS	ENSG00000125863	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.0049961076256485	0.0214929537963567	0.00369919394194407	0.223302213485186	37
MKKS	ENSG00000125863	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00504173355403437	0.091902573276589	0.00307004397804977	0.133227168771815	37
NOTCH2	ENSG00000134250	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.00513710191841987	0.0537001766381713	0.00326548838901519	0.166021445027946	39
IFT140	ENSG00000187535	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.0053819367712048	0.00345438496053851	0.092695914263617	0.0210957535209915	82
PAN2	ENSG00000135473	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.00554290112820532	0.0663579192886716	0.00284856697584823	0.0340594131049031	65
LZTFL1	ENSG00000163818	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00555755051590945	0.0136895828595902	0.00379112610320309	0.139717320255329	17
BICC1	ENSG00000122870	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00556228395740554	0.113144690180681	0.00334525274227693	0.121482504677019	31
DACT1	ENSG00000165617	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.0055818476819034	0.00683531523767134	0.00491175164803592	0.10741998117172	22
FANCG	ENSG00000221829	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.00558778927835213	0.367546156308064	0.00291857161799625	0.0134514422768374	55
NCF1	ENSG00000158517	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.00563053766725863	0.183020699501449	0.00303118680522074	0.0418352116513285	15
DYNC2I1	ENSG00000126870	Creatinine	continuous	376624	pLoF	0.00579255842912318	0.00284878683687362	0.0850843160848804	0.00504119354086305	87
EBF3	ENSG00000108001	Cystatin C	continuous	376784	pLoF	0.00591628662070176	0.0042501499148504	0.00915976685543274	0.0447159671002195	4
BRCA2	ENSG00000139618	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.00600536325847278	0.025557309273006	0.0062907876795093	0.0135023772757346	280
SLX4	ENSG00000188827	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00611194537142057	0.197586683840545	0.0033939029541934	0.0880203989875923	100
GTF2IRD2	ENSG00000196275	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.0061198259834595	0.0488259526665272	0.00400633280206575	0.173335245520847	19
COG1	ENSG00000166685	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00613743036855774	0.00493047295494708	0.00707664555262399	0.170751514955849	64
COL7A1	ENSG00000114270	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.0063709672616078	0.0626735054280417	0.00365281306875631	0.0466478823385396	229
NOTCH2	ENSG00000134250	Cystatin C	continuous	376784	pLoF	0.00640207045301722	0.16962919010162	0.00342371806382347	0.00630603935079966	39
BBS1	ENSG00000174483	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00644930820333778	0.0855776552633106	0.00325185467242339	0.0797257924993338	48
PALB2	ENSG00000083093	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00661888215540829	0.101575885695823	0.00435132206488731	0.0548213821168988	94
ERCC8	ENSG00000049167	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.00684188363393012	0.0447678646877165	0.00453359618366622	0.179913869089745	32
CLCNKB	ENSG00000184908	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00699602539845512	0.13489912302786	0.00400738812019885	0.109592944595296	67
ERCC8	ENSG00000049167	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00751939910556743	0.0323721869641604	0.00427926767108588	0.0666399422578175	32
PBX1	ENSG00000185630	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.0076210605382373	0.0098970482418993	0.00699023056548875	0.272719969730956	3
SRCAP	ENSG00000080603	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.00767155831586663	0.113267279012076	0.00390115839047311	0.071133673283046	31
BICC1	ENSG00000122870	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.00783806007069698	0.0123707505995684	0.00939286494664648	0.0714314175007579	31
C4A	ENSG00000244731	Urea	continuous	376551	pLoF	0.00784799448293116	0.00483821098093773	0.0299518138520261	-0.0139043002198729	19
RFC2	ENSG00000049541	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.0079756992343718	0.0735349369133247	0.00439345610306208	0.149260451554765	25
IFNGR1	ENSG00000027697	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.00821298412823579	0.0179924548417947	0.00682094690494295	0.23791968201081	13
SDCCAG8	ENSG00000054282	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.00841513272887673	0.0580255427824022	0.00523400947575736	0.0874460959842373	59
LIMK1	ENSG00000106683	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00846014350789404	0.0168623233304741	0.0073969972169744	0.121769331339256	22
GSN	ENSG00000148180	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.00848697413703292	0.232904835034694	0.00469091962689994	0.0787599250725157	44
BICC1	ENSG00000122870	Creatinine	continuous	376624	pLoF	0.00859979382058729	0.00594025608058257	0.0301117995618899	0.0117295655135338	31
IFT74	ENSG00000096872	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00871867154723571	0.00814260419946666	0.00696854899658139	0.116327236493127	24
BAZ1B	ENSG00000009954	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.00881760992777414	0.0771618892100697	0.00525633377072343	0.144427882920014	18
INVS	ENSG00000119509	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.00888128563103641	0.0050165925293979	0.0423995834398003	0.0415978828679687	84
MKS1	ENSG00000011143	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.00893398452237859	0.107265961213505	0.00548935169749631	0.125259746722439	48
TMEM237	ENSG00000155755	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.00903477882052817	0.104988952408528	0.00534368025767962	0.126729358473469	44
NOD2	ENSG00000167207	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.00907143387847642	0.132406335980951	0.00476163072639435	0.112817209053724	53
AHI1	ENSG00000135541	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.00918400367650785	0.0459545551237318	0.0052662536521767	0.0418678171303336	99
DNAJC30	ENSG00000176410	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.00942646180029638	0.0251356987361192	0.00585048812339539	0.117989388425834	18
DYNC2I1	ENSG00000126870	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.00973953955322437	0.160688033018137	0.00559050997337451	0.100323652039205	87
STX1A	ENSG00000106089	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.00975087032481947	0.0339579448001847	0.00733085849803761	0.19441782489486	6
PKD2	ENSG00000118762	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.00992109418779352	0.0756612478137262	0.0053117733015221	0.050960790625528	39
AMOTL1	ENSG00000166025	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.0100063695027961	0.154967901881782	0.00567633919701871	0.102591444505764	38
CLCNKB	ENSG00000184908	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.0101770687146649	0.1179567505753	0.00497144511568881	0.0685123952896199	67
BRIP1	ENSG00000136492	Urea	continuous	376551	pLoF	0.0108053273998433	0.024720334376279	0.00744542946802418	-0.00317400690707752	88
SH2B1	ENSG00000178188	Creatinine	continuous	376624	pLoF	0.0108125916429109	0.265690535157769	0.00571938285637108	0.00641143072603597	17
ZNF699	ENSG00000196110	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.0108813639493776	0.016002374159958	0.00959639972185555	0.245875093405207	18
LZTFL1	ENSG00000163818	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.0109121729459146	0.115514735058419	0.00665126934132743	0.119773711527353	17
BRCA1	ENSG00000012048	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.0109204905240169	0.169700512301499	0.00615714464703321	0.0974988994525847	141
NPHP3	ENSG00000113971	Cystatin C	continuous	376784	pLoF	0.0113297314444833	0.00572681133175423	0.223491162857776	0.00316152787896692	115
MKKS	ENSG00000125863	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.0113806580292778	0.0670800211642668	0.00732415307207812	0.150796469630889	37
STX1A	ENSG00000106089	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.0114292464112081	0.0466283866170152	0.00820801478943989	0.174512876297385	6
PBX1	ENSG00000185630	Cystatin C	continuous	376784	pLoF	0.0114680168281083	0.0139206369497473	0.00802636484737029	0.049653321412053	3
FKBP6	ENSG00000077800	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.0114917130085351	0.0364053758286805	0.00918536853580898	0.0800942288174219	26
SLX4	ENSG00000188827	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.0117958258224379	0.183190934570347	0.0066884401469729	0.0920624594386914	100
TMEM270	ENSG00000175877	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.0124143289935741	0.102240053248146	0.00709761133440789	0.128058186783106	23
LZTFL1	ENSG00000163818	Microalbumin in urine	continuous	119013	pLoF	0.0124777917077246	0.220365074548728	0.00700983042006609	0.0152703887428486	17
CLCNKB	ENSG00000184908	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.012516885893983	0.0469877632778903	0.00764015123690043	0.0327053377011305	67
CSPP1	ENSG00000104218	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.0125513742262789	0.0772572106746564	0.0064831950677553	0.0843595271293604	113
BUD23	ENSG00000071462	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.0126149790130878	0.0270880377248761	0.00991391449947177	0.211675646358689	39
FANCD2	ENSG00000144554	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.0128581680873961	0.00763095981940776	0.0905314454564482	0.0276628520480186	106
FANCI	ENSG00000140525	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.0129153221793492	0.245551983808348	0.00713360566834842	0.0754848503497816	124
PRTN3	ENSG00000196415	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.013084055012291	0.0110991962431446	0.026765213574147	-0.0327943148776579	28
COG1	ENSG00000166685	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.0131215470323736	0.0492577060647055	0.00946850204817529	0.0981504326740352	64
MAD2L2	ENSG00000116670	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.0133745719165902	0.0523172387536641	0.00813427742740824	0.070978818985507	14
CCND1	ENSG00000110092	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.013570211280004	0.0247818246913492	0.0112550867846452	0.212950260193703	4
FANCA	ENSG00000187741	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.0136785257153704	0.295261902758724	0.00717314886493503	0.0651781479292416	172
CC2D2A	ENSG00000048342	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.0137258889561587	0.0365653052328802	0.00911688794793619	0.0648430917302628	136
MMP1	ENSG00000196611	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.014031633352196	0.020761297295015	0.0101859267049376	0.0382505030507595	34
SCAPER	ENSG00000140386	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.014090395773498	0.155247861092848	0.007207010364782	0.0605149094236917	80
SALL1	ENSG00000103449	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.0143421142603476	0.0183570835957428	0.0138769303728337	-0.00783595431953716	12
ALMS1	ENSG00000116127	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.0154116425818285	0.00841959641434187	0.999818424789073	-0.0323406954208267	271
MMP1	ENSG00000196611	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.0155364271733461	0.014013763594129	0.0141331426449394	0.00170890124036988	34
ALG5	ENSG00000120697	Urea	continuous	376551	pLoF	0.0155510320430376	0.0670951532813577	0.00871897866241267	0.0115291489080335	21
IFT122	ENSG00000163913	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.015556867258579	0.235424654426454	0.00820562324798446	0.0735037154195882	101
BBS9	ENSG00000122507	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.0156348970289146	0.129791848972517	0.0092521404283793	0.113282502562115	61
DNAJC30	ENSG00000176410	Creatinine	continuous	376624	pLoF	0.0157107393106963	0.901012827676021	0.00795438855254504	-0.00054852000885999	18
CLCNKB	ENSG00000184908	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.0160448569317942	0.226225405826279	0.0088463974173808	0.0781140184740839	67
PBX1	ENSG00000185630	Creatinine	continuous	376624	pLoF	0.0163557925681055	0.292161689826054	0.00928139084423707	0.0188523483176338	3
RAD21	ENSG00000164754	Microalbumin in urine	continuous	119013	pLoF	0.0165333486140153				5
GTF2IRD2	ENSG00000196275	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.0167850830587659	0.0158459917227194	0.018150566623173	0.100818525864462	19
AMOTL1	ENSG00000166025	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.0168487194488793	0.0221355375257686	0.015746860748197	0.0758366658687152	38
ANKS6	ENSG00000165138	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.0169772423562623	0.158447215368485	0.0100233352088194	0.10105294290672	50
IFT172	ENSG00000138002	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.0169882034141076	0.205117242644676	0.00954990909965858	0.0853715174732248	123
MMACHC	ENSG00000132763	Urea	continuous	376551	pLoF	0.0171897447324546	0.0664646785876195	0.0153076129788305	-0.00255968598850686	15
PAN2	ENSG00000135473	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.0173127175908759	0.188444939800214	0.00979871334939153	0.0899623888028178	65
NPHP1	ENSG00000144061	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.0175502980520638	0.0402247936225897	0.0130699801077003	0.186397765024487	37
FANCC	ENSG00000158169	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.0177152788512661	0.0357275688695148	0.011152847030682	0.0823882492256442	46
LIMK1	ENSG00000106683	Cystatin C	continuous	376784	pLoF	0.017790304966489	0.238684422067689	0.00882469603228819	0.00765008211438102	22
CLIP2	ENSG00000106665	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.0178537189805719	0.135518262408678	0.0106313688723781	0.109380182257477	36
CC2D2A	ENSG00000048342	Urea	continuous	376551	pLoF	0.0178988532423532	0.0406458296530017	0.0109725889108766	0.0023126640328357	136
HOXA13	ENSG00000106031	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.0179544586654137	0.101110286156042	0.0113056975411194	0.123198353694296	10
